Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9
1.902847750,0,0,0,0,1,0,0,0,1,1
1.902865050,0,0,0,0,1,0,0,0,1,0
1.902873650,0,0,0,0,1,0,0,0,1,1
1.902882300,0,0,0,0,1,0,0,0,1,0
1.902942800,0,0,0,0,1,0,0,0,1,1
1.902951450,0,0,0,0,1,0,0,0,1,0
1.902960050,0,0,0,0,1,0,0,0,1,1
1.902977350,0,0,0,0,1,0,0,0,1,0
1.902986000,0,0,0,0,1,0,0,0,1,1
1.903011900,0,0,0,0,1,0,0,0,1,0
1.903020550,0,0,0,0,1,0,0,0,1,1
1.903037850,0,0,0,0,1,0,0,0,1,0
1.903046450,0,0,0,0,1,0,0,0,1,1
1.903055100,0,0,0,0,1,0,0,0,1,0
1.903063750,0,0,0,0,1,0,0,0,1,1
1.903098300,0,0,0,0,1,0,0,0,1,0
1.903106950,0,0,0,0,1,0,0,0,1,1
1.903124250,0,0,0,0,1,0,0,0,1,0
1.903132850,0,0,0,0,1,0,0,0,1,1
1.903141500,0,0,0,0,1,0,0,0,1,0
1.903158800,0,0,0,0,1,0,0,0,1,1
1.903167450,0,0,0,0,1,0,0,0,1,0
1.903202000,0,0,0,0,1,0,0,0,1,1
1.903210650,0,0,0,0,1,0,0,0,1,0
1.903227900,0,0,0,0,1,0,0,0,1,1
1.903253850,0,0,0,0,1,0,0,0,1,0
1.903271100,0,0,0,0,1,0,0,0,1,1
1.903279750,0,0,0,0,1,0,0,0,1,0
1.903288400,0,0,0,0,1,0,0,0,1,1
1.903297050,0,0,0,0,1,0,0,0,1,0
1.903357500,0,0,0,0,1,0,0,0,1,1
1.903366150,0,0,0,0,1,0,0,0,1,0
1.903374800,0,0,0,0,1,0,0,0,1,1
1.903383450,0,0,0,0,1,0,0,0,1,0
1.903461200,0,0,0,0,1,0,0,0,1,1
1.903481500,0,0,0,0,1,0,0,1,1,1
1.903481950,1,0,0,1,0,1,0,0,1,1
1.903482750,1,0,0,0,0,0,1,0,1,1
1.903482900,1,0,0,0,1,0,0,0,1,1
1.903505650,1,0,0,0,1,0,0,1,1,1
1.903505950,1,0,0,0,1,0,1,1,1,1
1.903506000,1,0,0,0,0,0,1,1,1,1
1.903506300,1,0,0,1,0,1,0,1,1,1
2.091430950,1,0,0,1,1,1,1,1,1,1
2.091431000,1,0,0,0,1,0,1,0,1,1
2.091431700,1,0,0,0,1,0,1,1,1,1
2.169184150,0,0,0,1,0,0,1,0,1,1
2.169185450,0,0,0,1,1,0,1,0,1,1
2.169185500,0,0,0,0,1,0,0,0,1,1
2.169208650,0,0,0,0,1,0,0,1,1,1
2.169209350,0,0,0,0,0,0,1,0,1,1
2.169209650,0,0,0,0,0,0,1,1,1,1
2.169210000,0,0,0,0,1,1,0,0,1,1
2.169210850,0,0,0,1,1,1,0,0,1,1
2.169214900,0,0,0,1,0,0,0,0,1,1
2.169230900,0,0,0,1,0,0,0,0,0,1
2.169239550,0,0,0,1,0,0,0,0,1,1
2.169248200,0,0,0,1,0,0,0,0,0,1
2.169308650,0,0,0,1,0,0,0,0,1,1
2.169317300,0,0,0,1,0,0,0,0,0,1
2.169325950,0,0,0,1,0,0,0,0,1,1
2.169334600,0,0,0,1,0,0,0,0,0,1
2.169351850,0,0,0,1,0,0,0,0,1,1
2.169360500,0,0,0,1,0,0,0,0,0,1
2.169395050,0,0,0,1,0,0,0,0,1,1
2.169403700,0,0,0,1,0,0,0,0,0,1
2.169412350,0,0,0,1,0,0,0,0,1,1
2.169421000,0,0,0,1,0,0,0,0,0,1
2.169481450,0,0,0,1,0,0,0,0,1,1
2.169490100,0,0,0,1,0,0,0,0,0,1
2.169516000,0,0,0,1,0,0,0,0,1,1
2.169541950,0,0,0,1,0,0,0,0,0,1
2.169559200,0,0,0,1,0,0,0,0,1,1
2.169576500,0,0,0,1,0,0,0,0,0,1
2.169585150,0,0,0,1,0,0,0,0,1,1
2.169593800,0,0,0,1,0,0,0,0,0,1
2.169654250,0,0,0,1,0,0,0,0,1,1
2.169662900,0,0,0,1,0,0,0,0,0,1
2.169671550,0,0,0,1,0,0,0,0,1,1
2.169688850,0,0,0,1,0,0,0,0,0,1
2.169714750,0,0,0,1,0,0,0,0,1,1
2.169723400,0,0,0,1,0,0,0,0,0,1
2.169732000,0,0,0,1,0,0,0,0,1,1
2.169749300,0,0,0,1,0,0,0,0,0,1
2.169757950,0,0,0,1,0,0,0,0,1,1
2.169766600,0,0,0,1,0,0,0,0,0,1
2.169775200,0,0,0,1,0,0,0,0,1,1
2.169783850,0,0,0,1,0,0,0,0,0,1
2.169809750,0,0,0,1,0,0,0,0,1,1
2.169835700,0,0,0,1,0,0,0,0,0,1
2.169844350,0,0,0,1,0,0,0,0,1,1
2.169853000,0,0,0,1,0,0,0,0,0,1
2.169870250,0,0,0,1,0,0,0,0,1,1
2.169878900,0,0,0,1,0,0,0,0,0,1
2.169913450,0,0,0,1,0,0,0,0,1,1
2.169922100,0,0,0,1,0,0,0,0,0,1
2.169939350,0,0,0,1,0,0,0,0,1,1
2.169948050,0,0,0,1,0,0,0,0,0,1
2.169956650,0,0,0,1,0,0,0,0,1,1
2.169982600,0,0,0,1,0,0,0,0,0,1
2.169991200,0,0,0,1,0,0,0,0,1,1
2.170008500,0,0,0,1,0,0,0,0,0,1
2.170017150,0,0,0,1,0,0,0,0,1,1
2.170043050,0,0,0,1,0,0,0,0,0,1
2.170051700,0,0,0,1,0,0,0,0,1,1
2.170060350,0,0,0,1,0,0,0,0,0,1
2.170068950,0,0,0,1,0,0,0,0,1,1
